"logFC.day16"	"logFC.day18"	"logCPM"	"F"	"PValue"	"FDR"	"Gene"
"gene-431233"	-0.531169896018585	-0.504703230161902	5.95300182746985	0.878926580013836	0.419288425906455	0.515851499926601	"gene-431233"
"gene-293411"	-0.472603590425206	-0.894046561859183	5.01572848807868	0.878869320370837	0.419311907216668	0.515851499926601	"gene-293411"
"gene-425240"	0.0264502278944089	0.817053062686259	2.17392941633959	0.878749942061002	0.419360866785983	0.515851839385219	"gene-425240"
"gene-331302"	-0.000387027492077566	-0.454601989823107	0.280514153483011	0.877799355454335	0.419750931725553	0.516271720552984	"gene-331302"
"gene-52927"	0.44213821052387	0.356148304643612	0.124334997798152	0.876892150602223	0.420123542350794	0.516614963978595	"gene-52927"
"gene-85639"	-0.128228952357873	-0.651354583374495	4.18027144379016	0.876882483731473	0.420127514590747	0.516614963978595	"gene-85639"
"gene-10918"	0.432835938718433	0.0554578623324688	4.3444988058774	0.875431460853189	0.420724195340422	0.517288648622315	"gene-10918"
"gene-197833"	0.133808150523833	0.307758957998688	1.84810782612875	0.874188010313165	0.421236210937822	0.517858091553215	"gene-197833"
"g14698"	0.133633219155018	-0.362050098923968	0.458347910557664	0.873686656289894	0.421442834205656	0.51802408798574	"g14698"
"gene-243966"	-0.0256175656383486	0.174106758354391	4.31716046069291	0.873623153457418	0.421469013073336	0.51802408798574	"gene-243966"
"gene-109972"	0.684116009638316	-0.0166218921043569	0.212630333540013	0.872374880366351	0.421983948948151	0.518596836355208	"gene-109972"
"gene-5063"	-0.112351742659269	-0.219749252524111	2.96940523932817	0.872079429126144	0.4221059224842	0.518686577135868	"gene-5063"
"gene-324024"	0.129414526106865	0.152896472781903	5.01420064039326	0.871899148035085	0.422180367154029	0.518717900088601	"gene-324024"
"gene-425373"	0.0523531829544429	0.899042887601739	3.03096898594484	0.87172110828304	0.422253899507939	0.518748094978101	"gene-425373"
"gene-196553"	1.0861205946437	0.870731562871583	4.81501456781297	0.871548212872435	0.422325319763919	0.518775688409284	"gene-196553"
"gene-8494"	-0.0791672818791646	0.228001248344897	1.61639539015153	0.871312309073057	0.422422787735482	0.51883526820971	"gene-8494"
"gene-158030"	-0.0182449961978883	0.0803934267970069	5.98819130779251	0.870779870729363	0.422642859183544	0.519045402863796	"gene-158030"
"gene-105556"	-0.14087311305415	-0.447723520178111	1.51059039766652	0.870437705616116	0.422784347517534	0.51915899250154	"gene-105556"
"gene-423130"	-0.340827459492004	-0.963838192068761	7.4959871898348	0.86998452730558	0.422971815579466	0.519329010183085	"gene-423130"
"gene-214077"	0.0645837720640461	-0.0658582573548197	5.72014037040265	0.868377708798222	0.423637201832103	0.520085713198118	"gene-214077"
"gene-423615"	-0.128489602146929	-0.476608772995629	4.45805425254214	0.868106983873875	0.423749415106391	0.520163206958679	"gene-423615"
"gene-379199"	0.412969819411901	-0.442600946418242	2.28166724531236	0.867568733982857	0.423972605858125	0.520376894668445	"gene-379199"
"gene-105187"	0.896572299138589	0.174666592440529	0.172505270349521	0.866625680693196	0.424363943133684	0.520796889210623	"gene-105187"
"gene-341458"	-0.68710556865119	-0.809283424510699	1.62739979709801	0.865419310427504	0.424865088728287	0.521351532155753	"gene-341458"
"gene-316126"	0.061236147033956	0.308810145107635	2.62596784324339	0.864477153386004	0.425256897989336	0.521771895680292	"gene-316126"
"gene-181562"	-0.262688287584626	-0.740769326027085	2.14748818823557	0.863950125350151	0.425476231614212	0.521980566190134	"gene-181562"
"gene-310868"	-0.0312050469983011	-0.102218518862488	5.58170187603151	0.863277762149539	0.425756217905434	0.522263589363971	"gene-310868"
"gene-296861"	0.79549134851203	0.982395029117802	1.87254758737394	0.861342881250723	0.426562998098375	0.523181719361484	"gene-296861"
"gene-413998"	0.418698753576044	0.625083383500459	-0.202531338400732	0.861137247242001	0.426648832676541	0.523181719361484	"gene-413998"
"gene-75729"	-0.285015080577102	-0.0870885773651316	6.73682330514475	0.861127705720527	0.426652815874159	0.523181719361484	"gene-75729"
"gene-416344"	-0.574298087834092	-0.689512674655743	-0.0297718817084516	0.859861341236596	0.427181810180366	0.523769782535427	"gene-416344"
"gene-306589"	-0.287650915808218	-0.0531302108983046	4.4092451467489	0.859381554663283	0.427382405520271	0.523955104580909	"gene-306589"
"gene-245099"	-0.202818813363901	-0.967236813664341	7.00284095226775	0.859082756509278	0.4275073797069	0.52404768572123	"gene-245099"
"gene-397812"	-0.771583786153391	-0.492691457505388	1.06254977769145	0.857937770651756	0.427986624248144	0.524574467383845	"gene-397812"
"gene-354089"	-0.446240775187759	-0.510188772879009	-0.973174052823658	0.857570159311684	0.428140608232398	0.524702508076624	"gene-354089"
"gene-418676"	-0.281490551731223	-0.921151889046317	3.49848405057433	0.855389719404479	0.429055113352183	0.525762458781049	"gene-418676"
"gene-422484"	0.745530880610171	0.498134657542973	1.94253924203392	0.854930728136369	0.429247875417411	0.525936744471683	"gene-422484"
"gene-246422"	0.0658053644499949	0.091788120465352	5.81528362581489	0.85481471305415	0.429296612206076	0.525936744471683	"gene-246422"
"gene-388895"	-0.310083598520257	-0.898104971510207	-1.08882989476173	0.853929480641184	0.429668676495055	0.526331710536602	"gene-388895"
"gene-63000"	-0.159380989441156	-0.357541621478896	0.0287402488810322	0.85367428623711	0.429775996419667	0.526402318583146	"gene-63000"
"gene-128274"	-0.132999630477894	-0.434614940791284	1.08345404686467	0.85220104333796	0.430396094390718	0.527100903393903	"gene-128274"
"gene-288990"	0.257991465464756	0.207948951553321	2.29402416655202	0.851000588283758	0.430902052518642	0.527571379613923	"gene-288990"
"gene-268504"	-0.0475039124451198	-0.138410064986653	5.93802328906046	0.850960498613744	0.430918959711649	0.527571379613923	"gene-268504"
"gene-164243"	-0.183886899572157	-0.350885700121698	5.492812731826	0.850935213899108	0.430929623495517	0.527571379613923	"gene-164243"
"gene-291814"	-0.190289643598004	-0.105288266326372	4.27637690494063	0.850178968507727	0.431248693787956	0.527901011942836	"gene-291814"
"gene-372841"	0.478325787720886	0.748963192516727	0.510854391581798	0.849464494104709	0.431550362912132	0.52817069942027	"gene-372841"
"gene-414076"	0.869850434591874	0.243855576707784	5.54222730615906	0.849421087602894	0.431568697204671	0.52817069942027	"gene-414076"
"gene-135031"	0.368151429045355	0.303975995726041	1.65125688738797	0.849059987962767	0.431721251554829	0.52829638312449	"gene-135031"
"gene-146116"	0.0205262571243242	0.295792771748354	2.58762761023705	0.848778051458697	0.431840400173256	0.528346471491686	"gene-146116"
"gene-430762"	-0.677525456571226	-0.170973741625627	1.3096719354913	0.848727164094599	0.431861909172281	0.528346471491686	"gene-430762"
"gene-51802"	-0.965320542937573	-0.204048541256798	2.0092533401377	0.848565867561691	0.431930093023321	0.528368883130352	"gene-51802"
"gene-376028"	-0.394623221621788	0.507878705124602	3.22078175356739	0.848175575248177	0.432095124476977	0.528509747080463	"gene-376028"
"gene-20820"	0.0358742504709634	0.355319943927926	2.1166350535762	0.845633676348761	0.433171525899011	0.529763706497299	"gene-20820"
"gene-343165"	-0.20524274809023	0.351835347562271	-1.14047700384319	0.845518602302715	0.433220320573716	0.529763706497299	"gene-343165"
"gene-402863"	-0.215250686063676	-0.159693583821836	4.28562004150678	0.845254565636028	0.433332300951265	0.529839494678006	"gene-402863"
"gene-308454"	-0.303338090920821	-0.400618108937804	3.51812213418961	0.844473297865853	0.4336638176962	0.530131933182709	"gene-308454"
"gene-399475"	-0.947470310961546	0.680611709140881	3.65999077991794	0.844455115544456	0.433671536129456	0.530131933182709	"gene-399475"
"gene-388340"	-0.170942433850619	-0.273551972829305	2.11476225081808	0.843420254145075	0.434111069231271	0.530608015869714	"gene-388340"
"gene-364759"	0.81034713066157	0.192312552136606	10.7883232211389	0.842821020542353	0.434365788485468	0.530858119353174	"gene-364759"
"gene-77070"	-0.0979110193557493	-0.016594004761977	5.02693451424409	0.84254026382722	0.434485183887326	0.53091479221464	"gene-77070"
"gene-429233"	0.214854449300743	0.377452326723253	7.06665042398288	0.842476345865809	0.434512370525232	0.53091479221464	"gene-429233"
"gene-257120"	0.969917771679084	0.713912767589248	1.59737254069176	0.84142963786686	0.43495782186851	0.531397795516976	"gene-257120"
"gene-59705"	0.615229089316639	0.518407494602344	1.93663558821735	0.841212976356612	0.435050085788188	0.531449240144298	"gene-59705"
"gene-166568"	0.103448868448637	-0.103972354999691	5.87469274610218	0.840327009407385	0.435427578051256	0.531849062481972	"gene-166568"
"gene-17541"	0.8169031649394	-0.0461314737025205	11.6569693440044	0.84006947646262	0.435537370535953	0.53192185087586	"gene-17541"
"gene-282398"	-1.38325006729061	0.552269110217645	6.95643675227806	0.839674509575062	0.435705809578847	0.53206623928748	"gene-282398"
"gene-337393"	-0.339426228799965	-0.442105795021333	6.14034085868108	0.838923662719673	0.436026202757079	0.532396133258125	"gene-337393"
"gene-104848"	-0.270748584078899	0.360902269104778	0.345354378711497	0.838199752162289	0.436335330750299	0.53271219779124	"gene-104848"
"gene-51993"	-0.556918302286806	-1.08650855440724	3.96149253225857	0.837943311663759	0.436444891190934	0.532784569937688	"gene-51993"
"gene-111931"	-0.00330422564538602	0.618764931962047	2.40775470724244	0.83736292341005	0.436692957754059	0.533006553090438	"gene-111931"
"gene-26439"	0.0679891698834477	-0.236811849712125	1.25833136853922	0.837282507919987	0.436727339933105	0.533006553090438	"gene-26439"
"gene-372354"	0.735136430592132	0.541917880187338	-1.17554203145053	0.836971125393034	0.436860499799149	0.533107665077944	"gene-372354"
"gene-324268"	-0.219059469209697	-0.196333329834528	1.88088538428738	0.835582357091458	0.437454900937602	0.533771548863983	"gene-324268"
"gene-218547"	0.326541040501181	-0.0680336911741828	1.9722166956825	0.835079994176504	0.437670119496773	0.533972663924906	"gene-218547"
"gene-77483"	-0.0870898798133843	0.154568558293471	5.3000011203583	0.8336614793482	0.438278415409742	0.534598186540426	"gene-77483"
"gene-2664"	-0.028757253379288	-0.882224345522371	7.80665882483299	0.833649085352312	0.438283734095572	0.534598186540426	"gene-2664"
"gene-421193"	0.10666796602701	0.321133856303429	4.61521564976917	0.832898078878494	0.438606140115746	0.534929864257187	"gene-421193"
"gene-8029"	0.328086365502133	0.0467789837329961	3.20413876969146	0.832535243821392	0.438761991826788	0.535058357163844	"gene-8029"
"gene-172992"	-0.0809739456803465	-0.0861165088297348	5.03241408706985	0.831643837858953	0.439145126429969	0.535463953930029	"gene-172992"
"gene-29490"	0.0284903275339174	0.0922860003557871	6.38299416948352	0.829717072455417	0.439974440967643	0.536413436485232	"gene-29490"
"gene-105663"	-0.109982567204784	0.187448042036731	2.76803857049838	0.82914863814697	0.440219412031895	0.53665035548665	"gene-105663"
"gene-53050"	-0.661344553515886	-0.943074705166365	5.33698224547532	0.829015858937933	0.440276654387281	0.536658395247628	"gene-53050"
"gene-413888"	-0.42026511153524	-0.855745875275967	8.4083756599735	0.827187027437463	0.441065857810974	0.537558526497019	"gene-413888"
"gene-417873"	0.0482822387195687	0.480743514147404	1.57264023911545	0.82678599683691	0.441239110115198	0.537707833327272	"gene-417873"
"gene-169622"	0.0952789028699891	0.130831691502192	8.40127698697279	0.826528412320158	0.441350427987268	0.537781639254036	"gene-169622"
"gene-122042"	0.624864223563147	0.76202377177555	-0.140088238992329	0.825622958644009	0.44174195798376	0.538196824973661	"gene-122042"
"gene-372335"	0.105200419543389	-0.627666641414068	0.28937796419222	0.825066752852552	0.441982645232021	0.538428156918659	"gene-372335"
"gene-82758"	0.24539717059574	0.111989039280765	5.4265197727514	0.824662537089448	0.442157646132825	0.538579425040052	"gene-82758"
"gene-421950"	0.674981222485847	1.06576063094525	2.85797599114977	0.823891250957931	0.44249176342062	0.538896019422226	"gene-421950"
"gene-317564"	0.241101535462656	0.360556421889721	-0.197032681327669	0.823827763139729	0.442519277556888	0.538896019422226	"gene-317564"
"gene-152534"	-0.446867089573674	-0.532768076591174	1.77144520233901	0.8229444987868	0.442902245737758	0.539300413219638	"gene-152534"
"gene-216899"	0.339631064683643	-0.580113756118514	12.7777612869962	0.820023932762384	0.444170974618918	0.540783137660812	"gene-216899"
"gene-349288"	-0.476427352695738	-0.19879773870593	5.01426210219814	0.819734955569403	0.444296712251999	0.540815746555217	"gene-349288"
"gene-25958"	0.336915942484275	-0.506536801791498	8.80403705578217	0.819727774970983	0.444299837085991	0.540815746555217	"gene-25958"
"gene-256982"	0.00667509011583521	0.730618402929431	0.843926924289506	0.819163617848533	0.444545415967756	0.541052518676125	"gene-256982"
"gene-280493"	0.271235817113681	0.541374383430304	-0.832202125241732	0.818808131000682	0.444700231695373	0.541178782019545	"gene-280493"
"gene-106446"	-0.0263184620655218	-0.297443172354704	0.85201249500564	0.818567425809206	0.444805091017395	0.541244228803435	"gene-106446"
"gene-76902"	-0.379496497425615	-0.187297682860611	2.48321230670976	0.818229026587247	0.444952552048918	0.541361492882115	"gene-76902"
"gene-183114"	0.547877155042357	0.109330513055864	1.60299801189127	0.818073264357804	0.445020443932658	0.541381931562623	"gene-183114"
"g11241"	0.380632154305671	0.398550804173247	-1.09151138545116	0.817940091298565	0.445078498328238	0.54139039929813	"g11241"
"gene-294541"	-0.0653559488960766	-0.321647561982914	2.84275741879837	0.817130277740364	0.445431689214446	0.541757825862749	"gene-294541"
"gene-205530"	-0.369939051272414	-0.724481674796654	3.24088587502435	0.816670393182576	0.445632390538216	0.541939723418219	"gene-205530"
"gene-15885"	-0.244281130448317	-0.163054552294596	5.54840013303333	0.815835773307484	0.445996869555195	0.542320728690251	"gene-15885"
"gene-152011"	-0.0793432762808507	0.101783932155865	5.10334771948082	0.815450546289283	0.446165201540246	0.542451232607442	"gene-152011"
"gene-55945"	0.54659118010167	0.0159823925762431	0.826842018367811	0.815355869995937	0.44620658205044	0.542451232607442	"gene-55945"
"gene-167727"	-0.101770419093517	0.0213426770443089	6.28373979527415	0.815058022662951	0.446336788933032	0.54254727722088	"gene-167727"
"gene-184983"	-0.281301682838909	-0.517681643622146	4.71991062501813	0.814831576056663	0.446435808362001	0.542571630513113	"gene-184983"
"gene-297676"	0.340122232508669	0.618203626006104	1.13618126469445	0.814677327370022	0.446503270348564	0.542571630513113	"gene-297676"
"gene-113738"	-0.607758114859639	-0.541996024703949	4.6206983130673	0.814660936600195	0.446510439606866	0.542571630513113	"gene-113738"
"gene-83352"	0.143979654918537	0.395904384911608	1.80200481395858	0.814027864591027	0.446787433171956	0.542845962835689	"gene-83352"
"gene-110539"	0.72441516121252	0.658478937933531	1.64592343999005	0.813722923509403	0.446920919606778	0.54293743994159	"gene-110539"
"gene-25390"	-0.469069054527355	-0.137886148935782	2.89386001554256	0.813554974132077	0.446994456073708	0.54293743994159	"gene-25390"
"gene-39578"	-1.19466908854818	0.131388418515965	1.86074714993531	0.813504764718372	0.447016442624616	0.54293743994159	"gene-39578"
"gene-409964"	0.0368450420052089	0.322741224283486	0.751223335750269	0.812781869037671	0.447333119431836	0.543259797535786	"gene-409964"
"gene-214260"	-0.336908439330521	-0.172411339849812	4.18752923381849	0.812499773701236	0.447456758516112	0.543347675135999	"gene-214260"
"gene-55311"	-0.159367308966553	0.336853328011068	-0.846903484750295	0.811577550869338	0.447861202613385	0.54377647563784	"gene-55311"
"gene-47977"	0.127458791559008	0.0212391023014329	5.04729937087421	0.810466020491204	0.448349166502255	0.544306572898475	"gene-47977"
"gene-216123"	0.133096475220007	0.0192226979281857	5.60415965787863	0.810039982109031	0.44853634265521	0.544471427056318	"gene-216123"
"gene-109999"	0.783246290059882	0.326184940012643	0.104836380695996	0.809632428275763	0.448715472787092	0.544626477623371	"gene-109999"
"gene-81092"	0.298499830405203	0.548310621073145	-1.36418473334206	0.808963847402776	0.449009489766143	0.54492092011935	"gene-81092"
